ensgene	entrez	symbol	chr	start	end	strand	biotype	description
ENSG00000157734	79856	SNX22	15	64443914	64449680	1	protein_coding	sorting nexin 22 [Source:HGNC Symbol;Acc:16315]
ENSG00000157741	254048	UBN2	7	138915102	138992982	1	protein_coding	ubinuclein 2 [Source:HGNC Symbol;Acc:21931]
ENSG00000157764	673	BRAF	7	140419127	140624564	-1	protein_coding	v-raf murine sarcoma viral oncogene homolog B [Source:HGNC Symbol;Acc:1097]
ENSG00000157765	10568	SLC34A2	4	25656923	25680370	1	protein_coding	solute carrier family 34 (type II sodium/phosphate contransporter), member 2 [Source:HGNC Symbol;Acc:11020]
ENSG00000157766	176	ACAN	15	89346674	89418585	1	protein_coding	aggrecan [Source:HGNC Symbol;Acc:319]
ENSG00000157778	84262	PSMG3	7	1606966	1610641	-1	protein_coding	proteasome (prosome, macropain) assembly chaperone 3 [Source:HGNC Symbol;Acc:22420]
ENSG00000157782	9478	CABP1	12	121078355	121105127	1	protein_coding	calcium binding protein 1 [Source:HGNC Symbol;Acc:1384]
ENSG00000157796	57728	WDR19	4	39184024	39287430	1	protein_coding	WD repeat domain 19 [Source:HGNC Symbol;Acc:18340]
ENSG00000157800	84255	SLC37A3	7	139993493	140104233	-1	protein_coding	solute carrier family 37, member 3 [Source:HGNC Symbol;Acc:20651]
ENSG00000157823	100526783	AP3S2	15	90373831	90437574	-1	protein_coding	adaptor-related protein complex 3, sigma 2 subunit [Source:HGNC Symbol;Acc:571]
ENSG00000157823	10239	AP3S2	15	90373831	90437574	-1	protein_coding	adaptor-related protein complex 3, sigma 2 subunit [Source:HGNC Symbol;Acc:571]
ENSG00000157827	114793	FMNL2	2	153191751	153506348	1	protein_coding	formin-like 2 [Source:HGNC Symbol;Acc:18267]
ENSG00000157828	140032	RPS4Y2	Y	22918050	22942918	1	protein_coding	ribosomal protein S4, Y-linked 2 [Source:HGNC Symbol;Acc:18501]
ENSG00000157833	150946	GAREML	2	26395960	26412532	1	protein_coding	GRB2 associated, regulator of MAPK1-like [Source:HGNC Symbol;Acc:27172]
ENSG00000157837	121665	SPPL3	12	121200313	121342174	-1	protein_coding	signal peptide peptidase like 3 [Source:HGNC Symbol;Acc:30424]
ENSG00000157851	56896	DPYSL5	2	27070615	27173219	1	protein_coding	dihydropyrimidinase-like 5 [Source:HGNC Symbol;Acc:20637]
ENSG00000157856	92749	DRC1	2	26624784	26679579	1	protein_coding	dynein regulatory complex subunit 1 homolog (Chlamydomonas) [Source:HGNC Symbol;Acc:24245]
ENSG00000157869	9364	RAB28	4	13362978	13485989	-1	protein_coding	RAB28, member RAS oncogene family [Source:HGNC Symbol;Acc:9768]
ENSG00000157870	127281	FAM213B	1	2517930	2522908	1	protein_coding	family with sequence similarity 213, member B [Source:HGNC Symbol;Acc:28390]
ENSG00000157873	8764	TNFRSF14	1	2487078	2496821	1	protein_coding	tumor necrosis factor receptor superfamily, member 14 [Source:HGNC Symbol;Acc:11912]
ENSG00000157881	55229	PANK4	1	2439972	2458039	-1	protein_coding	pantothenate kinase 4 [Source:HGNC Symbol;Acc:19366]
ENSG00000157884	130106	CIB4	2	26804070	26864236	-1	protein_coding	calcium and integrin binding family member 4 [Source:HGNC Symbol;Acc:33703]
ENSG00000157890	84465	MEGF11	15	66187417	66546085	-1	protein_coding	multiple EGF-like-domains 11 [Source:HGNC Symbol;Acc:29635]
ENSG00000157895	64897	C12orf43	12	121440225	121454305	-1	protein_coding	chromosome 12 open reading frame 43 [Source:HGNC Symbol;Acc:25719]
ENSG00000157911	5192	PEX10	1	2336236	2345236	-1	protein_coding	peroxisomal biogenesis factor 10 [Source:HGNC Symbol;Acc:8851]
ENSG00000157916	11079	RER1	1	2323267	2336883	1	protein_coding	retention in endoplasmic reticulum sorting receptor 1 [Source:HGNC Symbol;Acc:30309]
ENSG00000157927	55698	RADIL	7	4836686	4923350	-1	protein_coding	Ras association and DIL domains [Source:HGNC Symbol;Acc:22226]
ENSG00000157933	6497	SKI	1	2160134	2241558	1	protein_coding	v-ski avian sarcoma viral oncogene homolog [Source:HGNC Symbol;Acc:10896]
ENSG00000157950	727837	SSX2B	X	52780318	52790617	1	protein_coding	synovial sarcoma, X breakpoint 2B [Source:HGNC Symbol;Acc:22263]
ENSG00000157950	6757	SSX2B	X	52780318	52790617	1	protein_coding	synovial sarcoma, X breakpoint 2B [Source:HGNC Symbol;Acc:22263]
ENSG00000157954	26100	WIPI2	7	5229819	5273457	1	protein_coding	WD repeat domain, phosphoinositide interacting 2 [Source:HGNC Symbol;Acc:32225]
ENSG00000157978	26119	LDLRAP1	1	25870071	25895377	1	protein_coding	low density lipoprotein receptor adaptor protein 1 [Source:HGNC Symbol;Acc:18640]
ENSG00000157985	116987	AGAP1	2	236402733	237040444	1	protein_coding	ArfGAP with GTPase domain, ankyrin repeat and PH domain 1 [Source:HGNC Symbol;Acc:16922]
ENSG00000157992	200634	KRTCAP3	2	27665233	27669348	1	protein_coding	keratinocyte associated protein 3 [Source:HGNC Symbol;Acc:28943]
ENSG00000157999	100310846	ANKRD61	7	6071007	6076017	1	protein_coding	ankyrin repeat domain 61 [Source:HGNC Symbol;Acc:22467]
ENSG00000158006	5051	PAFAH2	1	26286258	26324648	-1	protein_coding	platelet-activating factor acetylhydrolase 2, 40kDa [Source:HGNC Symbol;Acc:8579]
ENSG00000158008	2134	EXTL1	1	26346375	26362955	1	protein_coding	exostosin-like glycosyltransferase 1 [Source:HGNC Symbol;Acc:3515]
ENSG00000158014	7780	SLC30A2	1	26363743	26372624	-1	protein_coding	solute carrier family 30 (zinc transporter), member 2 [Source:HGNC Symbol;Acc:11013]
ENSG00000158019	9577	BRE	2	28112808	28561768	1	protein_coding	brain and reproductive organ-expressed (TNFRSF1A modulator) [Source:HGNC Symbol;Acc:1106]
ENSG00000158022	84676	TRIM63	1	26377795	26394927	-1	protein_coding	tripartite motif containing 63, E3 ubiquitin protein ligase [Source:HGNC Symbol;Acc:16007]
ENSG00000158023	144406	WDR66	12	122355768	122441833	1	protein_coding	WD repeat domain 66 [Source:HGNC Symbol;Acc:28506]
ENSG00000158042	63875	MRPL17	11	6702013	6704632	-1	protein_coding	mitochondrial ribosomal protein L17 [Source:HGNC Symbol;Acc:14053]
ENSG00000158050	1844	DUSP2	2	96808905	96811179	-1	protein_coding	dual specificity phosphatase 2 [Source:HGNC Symbol;Acc:3068]
ENSG00000158055	57822	GRHL3	1	24645812	24690972	1	protein_coding	grainyhead-like 3 (Drosophila) [Source:HGNC Symbol;Acc:25839]
ENSG00000158062	91544	UBXN11	1	26607819	26644854	-1	protein_coding	UBX domain protein 11 [Source:HGNC Symbol;Acc:30600]
ENSG00000158077	338323	NLRP14	11	7041677	7092539	1	protein_coding	NLR family, pyrin domain containing 14 [Source:HGNC Symbol;Acc:22939]
ENSG00000158079	138639	PTPDC1	9	96793076	96872138	1	protein_coding	protein tyrosine phosphatase domain containing 1 [Source:HGNC Symbol;Acc:30184]
ENSG00000158089	79623	GALNT14	2	31133333	31378068	-1	protein_coding	UDP-N-acetyl-alpha-D-galactosamine:polypeptide N-acetylgalactosaminyltransferase 14 (GalNAc-T14) [Source:HGNC Symbol;Acc:22946]
ENSG00000158092	4690	NCK1	3	136581050	136668665	1	protein_coding	NCK adaptor protein 1 [Source:HGNC Symbol;Acc:7664]
ENSG00000158104	3242	HPD	12	122277433	122301502	-1	protein_coding	4-hydroxyphenylpyruvate dioxygenase [Source:HGNC Symbol;Acc:5147]
ENSG00000158106	114822	RHPN1	8	144451057	144466390	1	protein_coding	rhophilin, Rho GTPase binding protein 1 [Source:HGNC Symbol;Acc:19973]
ENSG00000158109	127262	TPRG1L	1	3541566	3546691	1	protein_coding	tumor protein p63 regulated 1-like [Source:HGNC Symbol;Acc:27007]
ENSG00000158113	254050	LRRC43	12	122652285	122688018	1	protein_coding	leucine rich repeat containing 43 [Source:HGNC Symbol;Acc:28562]
ENSG00000158122	195827	AAED1	9	99401859	99417585	-1	protein_coding	AhpC/TSA antioxidant enzyme domain containing 1 [Source:HGNC Symbol;Acc:16881]
ENSG00000158125	7498	XDH	2	31557187	31637581	-1	protein_coding	xanthine dehydrogenase [Source:HGNC Symbol;Acc:12805]
ENSG00000158156	55113	XKR8	1	28285973	28294607	1	protein_coding	XK, Kell blood group complex subunit-related family, member 8 [Source:HGNC Symbol;Acc:25508]
ENSG00000158158	26504	CNNM4	2	97426639	97477628	1	protein_coding	cyclin M4 [Source:HGNC Symbol;Acc:105]
ENSG00000158161	2140	EYA3	1	28296855	28415207	-1	protein_coding	eyes absent homolog 3 (Drosophila) [Source:HGNC Symbol;Acc:3521]
ENSG00000158163	199221	DZIP1L	3	137780832	137834660	-1	protein_coding	DAZ interacting zinc finger protein 1-like [Source:HGNC Symbol;Acc:26551]
ENSG00000158164	286527	TMSB15A	X	101768604	101771712	-1	protein_coding	thymosin beta 15a [Source:HGNC Symbol;Acc:30744]
ENSG00000158164	11013	TMSB15A	X	101768604	101771712	-1	protein_coding	thymosin beta 15a [Source:HGNC Symbol;Acc:30744]
ENSG00000158169	2176	FANCC	9	97861336	98079991	-1	protein_coding	Fanconi anemia, complementation group C [Source:HGNC Symbol;Acc:3584]
ENSG00000158186	22808	MRAS	3	138066539	138124375	1	protein_coding	muscle RAS oncogene homolog [Source:HGNC Symbol;Acc:7227]
ENSG00000158195	10163	WASF2	1	27730730	27816669	-1	protein_coding	WAS protein family, member 2 [Source:HGNC Symbol;Acc:12733]
ENSG00000158201	171586	ABHD3	18	19230858	19284766	-1	protein_coding	abhydrolase domain containing 3 [Source:HGNC Symbol;Acc:18718]
ENSG00000158220	83850	ESYT3	3	138153428	138200528	1	protein_coding	extended synaptotagmin-like protein 3 [Source:HGNC Symbol;Acc:24295]
ENSG00000158234	55179	FAIM	3	138327448	138352218	1	protein_coding	Fas apoptotic inhibitory molecule [Source:HGNC Symbol;Acc:18703]
ENSG00000158246	115572	FAM46B	1	27331511	27339327	-1	protein_coding	family with sequence similarity 46, member B [Source:HGNC Symbol;Acc:28273]
ENSG00000158258	64084	CLSTN2	3	139654027	140296239	1	protein_coding	calsyntenin 2 [Source:HGNC Symbol;Acc:17448]
ENSG00000158270	81035	COLEC12	18	319361	500722	-1	protein_coding	collectin sub-family member 12 [Source:HGNC Symbol;Acc:16016]
ENSG00000158286	388591	RNF207	1	6265535	6281359	1	protein_coding	ring finger protein 207 [Source:HGNC Symbol;Acc:32947]
ENSG00000158290	8450	CUL4B	X	119658464	119709649	-1	protein_coding	cullin 4B [Source:HGNC Symbol;Acc:2555]
ENSG00000158292	387509	GPR153	1	6307406	6321035	-1	protein_coding	G protein-coupled receptor 153 [Source:HGNC Symbol;Acc:23618]
ENSG00000158296	64849	SLC13A3	20	45186463	45304714	-1	protein_coding	solute carrier family 13 (sodium-dependent dicarboxylate transporter), member 3 [Source:HGNC Symbol;Acc:14430]
ENSG00000158301	100528062	GPRASP2	X	101967104	101973607	1	protein_coding	G protein-coupled receptor associated sorting protein 2 [Source:HGNC Symbol;Acc:25169]
ENSG00000158301	114928	GPRASP2	X	101967104	101973607	1	protein_coding	G protein-coupled receptor associated sorting protein 2 [Source:HGNC Symbol;Acc:25169]
ENSG00000158315	54933	RHBDL2	1	39351479	39407471	-1	protein_coding	rhomboid, veinlet-like 2 (Drosophila) [Source:HGNC Symbol;Acc:16083]
ENSG00000158321	26053	AUTS2	7	69063905	70258054	1	protein_coding	autism susceptibility candidate 2 [Source:HGNC Symbol;Acc:14262]
ENSG00000158352	57477	SHROOM4	X	50334647	50557302	-1	protein_coding	shroom family member 4 [Source:HGNC Symbol;Acc:29215]
ENSG00000158373	3017	HIST1H2BD	6	26158349	26171577	1	protein_coding	histone cluster 1, H2bd [Source:HGNC Symbol;Acc:4747]
ENSG00000158402	995	CDC25C	5	137620954	137674044	-1	protein_coding	cell division cycle 25C [Source:HGNC Symbol;Acc:1727]
ENSG00000158406	554313	HIST1H4H	6	26281283	26285762	-1	protein_coding	histone cluster 1, H4h [Source:HGNC Symbol;Acc:4788]
ENSG00000158406	121504	HIST1H4H	6	26281283	26285762	-1	protein_coding	histone cluster 1, H4h [Source:HGNC Symbol;Acc:4788]
ENSG00000158406	8370	HIST1H4H	6	26281283	26285762	-1	protein_coding	histone cluster 1, H4h [Source:HGNC Symbol;Acc:4788]
ENSG00000158406	8368	HIST1H4H	6	26281283	26285762	-1	protein_coding	histone cluster 1, H4h [Source:HGNC Symbol;Acc:4788]
ENSG00000158406	8366	HIST1H4H	6	26281283	26285762	-1	protein_coding	histone cluster 1, H4h [Source:HGNC Symbol;Acc:4788]
ENSG00000158406	8367	HIST1H4H	6	26281283	26285762	-1	protein_coding	histone cluster 1, H4h [Source:HGNC Symbol;Acc:4788]
ENSG00000158406	8365	HIST1H4H	6	26281283	26285762	-1	protein_coding	histone cluster 1, H4h [Source:HGNC Symbol;Acc:4788]
ENSG00000158406	8364	HIST1H4H	6	26281283	26285762	-1	protein_coding	histone cluster 1, H4h [Source:HGNC Symbol;Acc:4788]
ENSG00000158406	8362	HIST1H4H	6	26281283	26285762	-1	protein_coding	histone cluster 1, H4h [Source:HGNC Symbol;Acc:4788]
ENSG00000158406	8363	HIST1H4H	6	26281283	26285762	-1	protein_coding	histone cluster 1, H4h [Source:HGNC Symbol;Acc:4788]
ENSG00000158406	8361	HIST1H4H	6	26281283	26285762	-1	protein_coding	histone cluster 1, H4h [Source:HGNC Symbol;Acc:4788]
ENSG00000158406	8360	HIST1H4H	6	26281283	26285762	-1	protein_coding	histone cluster 1, H4h [Source:HGNC Symbol;Acc:4788]
ENSG00000158406	8359	HIST1H4H	6	26281283	26285762	-1	protein_coding	histone cluster 1, H4h [Source:HGNC Symbol;Acc:4788]
ENSG00000158406	8294	HIST1H4H	6	26281283	26285762	-1	protein_coding	histone cluster 1, H4h [Source:HGNC Symbol;Acc:4788]
ENSG00000158411	129531	MITD1	2	99777890	99797521	-1	protein_coding	MIT, microtubule interacting and transport, domain containing 1 [Source:HGNC Symbol;Acc:25207]
ENSG00000158417	9669	EIF5B	2	99953816	100017789	1	protein_coding	eukaryotic translation initiation factor 5B [Source:HGNC Symbol;Acc:30793]
ENSG00000158423	158787	RIBC1	X	53449639	53458059	1	protein_coding	RIB43A domain with coiled-coils 1 [Source:HGNC Symbol;Acc:26537]
ENSG00000158427	286527	TMSB15B	X	103173479	103229570	1	protein_coding	thymosin beta 15B [Source:HGNC Symbol;Acc:28612]
ENSG00000158427	11013	TMSB15B	X	103173479	103229570	1	protein_coding	thymosin beta 15B [Source:HGNC Symbol;Acc:28612]
ENSG00000158428	375307	C2orf62	2	219221579	219232822	1	protein_coding	chromosome 2 open reading frame 62 [Source:HGNC Symbol;Acc:25062]
ENSG00000158435	55571	CNOT11	2	101869264	101886778	1	protein_coding	CCR4-NOT transcription complex, subunit 11 [Source:HGNC Symbol;Acc:25217]
ENSG00000158445	3745	KCNB1	20	47980414	48099184	-1	protein_coding	potassium voltage-gated channel, Shab-related subfamily, member 1 [Source:HGNC Symbol;Acc:6231]
ENSG00000158457	340348	TSPAN33	7	128784712	128808671	1	protein_coding	tetraspanin 33 [Source:HGNC Symbol;Acc:28743]
ENSG00000158458	9542	NRG2	5	139226364	139422884	-1	protein_coding	neuregulin 2 [Source:HGNC Symbol;Acc:7998]
ENSG00000158467	23382	AHCYL2	7	128864864	129070052	1	protein_coding	adenosylhomocysteinase-like 2 [Source:HGNC Symbol;Acc:22204]
ENSG00000158470	9334	B4GALT5	20	48249482	48330415	-1	protein_coding	UDP-Gal:betaGlcNAc beta 1,4- galactosyltransferase, polypeptide 5 [Source:HGNC Symbol;Acc:928]
ENSG00000158473	912	CD1D	1	158149737	158154686	1	protein_coding	CD1d molecule [Source:HGNC Symbol;Acc:1637]
ENSG00000158477	909	CD1A	1	158223927	158228059	1	protein_coding	CD1a molecule [Source:HGNC Symbol;Acc:1634]
ENSG00000158480	9825	SPATA2	20	48519928	48532080	-1	protein_coding	spermatogenesis associated 2 [Source:HGNC Symbol;Acc:14681]
ENSG00000158481	911	CD1C	1	158259576	158263420	1	protein_coding	CD1c molecule [Source:HGNC Symbol;Acc:1636]
ENSG00000158483	55199	FAM86C1	11	71498556	71512282	1	protein_coding	family with sequence similarity 86, member C1 [Source:HGNC Symbol;Acc:25561]
ENSG00000158485	910	CD1B	1	158297741	158301321	-1	protein_coding	CD1b molecule [Source:HGNC Symbol;Acc:1635]
ENSG00000158486	55567	DNAH3	16	20944433	21170762	-1	protein_coding	dynein, axonemal, heavy chain 3 [Source:HGNC Symbol;Acc:2949]
ENSG00000158488	913	CD1E	1	158323254	158327343	1	protein_coding	CD1e molecule [Source:HGNC Symbol;Acc:1638]
ENSG00000158497	57824	HMHB1	5	143191726	143200284	1	protein_coding	histocompatibility (minor) HB-1 [Source:HGNC Symbol;Acc:29677]
ENSG00000158516	1358	CPA2	7	129906667	129929638	1	protein_coding	carboxypeptidase A2 (pancreatic) [Source:HGNC Symbol;Acc:2297]
ENSG00000158517	653361	NCF1	7	74188309	74203659	1	protein_coding	neutrophil cytosolic factor 1 [Source:HGNC Symbol;Acc:7660]
ENSG00000158525	93979	CPA5	7	129984630	130008571	1	protein_coding	carboxypeptidase A5 [Source:HGNC Symbol;Acc:15722]
ENSG00000158526	90121	TSR2	X	54466834	54471920	1	protein_coding	TSR2, 20S rRNA accumulation, homolog (S. cerevisiae) [Source:HGNC Symbol;Acc:25455]
ENSG00000158528	55607	PPP1R9A	7	94536514	94925727	1	protein_coding	protein phosphatase 1, regulatory subunit 9A [Source:HGNC Symbol;Acc:14946]
ENSG00000158545	124245	ZC3H18	16	88636789	88698374	1	protein_coding	zinc finger CCCH-type containing 18 [Source:HGNC Symbol;Acc:25091]
ENSG00000158552	130617	ZFAND2B	2	220059959	220074373	1	protein_coding	zinc finger, AN1-type domain 2B [Source:HGNC Symbol;Acc:25206]
ENSG00000158553	94026	POM121L2	6	27253682	27279949	-1	protein_coding	POM121 transmembrane nucleoporin-like 2 [Source:HGNC Symbol;Acc:13973]
ENSG00000158555	81544	GDPD5	11	75145685	75236948	-1	protein_coding	glycerophosphodiester phosphodiesterase domain containing 5 [Source:HGNC Symbol;Acc:28804]
ENSG00000158560	1780	DYNC1I1	7	95401866	95739634	1	protein_coding	dynein, cytoplasmic 1, intermediate chain 1 [Source:HGNC Symbol;Acc:2963]
ENSG00000158571	5207	PFKFB1	X	54959394	55024967	-1	protein_coding	6-phosphofructo-2-kinase/fructose-2,6-biphosphatase 1 [Source:HGNC Symbol;Acc:8872]
ENSG00000158578	212	ALAS2	X	55035488	55057497	-1	protein_coding	aminolevulinate, delta-, synthase 2 [Source:HGNC Symbol;Acc:397]
ENSG00000158604	222068	TMED4	7	44617493	44621886	-1	protein_coding	transmembrane emp24 protein transport domain containing 4 [Source:HGNC Symbol;Acc:22301]
ENSG00000158615	84919	PPP1R15B	1	204372515	204380919	-1	protein_coding	protein phosphatase 1, regulatory subunit 15B [Source:HGNC Symbol;Acc:14951]
ENSG00000158623	26958	COPG2	7	130146089	130353598	-1	protein_coding	coatomer protein complex, subunit gamma 2 [Source:HGNC Symbol;Acc:2237]
ENSG00000158636	56946	C11orf30	11	76155967	76264069	1	protein_coding	chromosome 11 open reading frame 30 [Source:HGNC Symbol;Acc:18071]
ENSG00000158639	90737	PAGE5	X	55246788	55250541	1	protein_coding	P antigen family, member 5 (prostate associated) [Source:HGNC Symbol;Acc:29992]
ENSG00000158669	137964	AGPAT6	8	41434706	41482520	1	protein_coding	1-acylglycerol-3-phosphate O-acyltransferase 6 [Source:HGNC Symbol;Acc:20880]
ENSG00000158683	168507	PKD1L1	7	47814250	47988088	-1	protein_coding	polycystic kidney disease 1 like 1 [Source:HGNC Symbol;Acc:18053]
ENSG00000158691	9753	ZSCAN12	6	28346732	28367511	-1	protein_coding	zinc finger and SCAN domain containing 12 [Source:HGNC Symbol;Acc:13172]
ENSG00000158710	8407	TAGLN2	1	159887897	159895522	-1	protein_coding	transgelin 2 [Source:HGNC Symbol;Acc:11554]
ENSG00000158711	2005	ELK4	1	205577071	205601090	-1	protein_coding	ELK4, ETS-domain protein (SRF accessory protein 1) [Source:HGNC Symbol;Acc:3326]
ENSG00000158714	56833	SLAMF8	1	159796540	159807039	1	protein_coding	SLAM family member 8 [Source:HGNC Symbol;Acc:21391]
ENSG00000158715	85414	SLC45A3	1	205626979	205649587	-1	protein_coding	solute carrier family 45, member 3 [Source:HGNC Symbol;Acc:8642]
ENSG00000158716	54935	DUSP23	1	159750722	159752333	1	protein_coding	dual specificity phosphatase 23 [Source:HGNC Symbol;Acc:21480]
ENSG00000158717	115992	RNF166	16	88762903	88772829	-1	protein_coding	ring finger protein 166 [Source:HGNC Symbol;Acc:28856]
ENSG00000158747	100532736	NBL1	1	19967048	19984945	1	protein_coding	neuroblastoma 1, DAN family BMP antagonist [Source:HGNC Symbol;Acc:7650]
ENSG00000158747	4681	NBL1	1	19967048	19984945	1	protein_coding	neuroblastoma 1, DAN family BMP antagonist [Source:HGNC Symbol;Acc:7650]
ENSG00000158748	3362	HTR6	1	19991780	20006055	1	protein_coding	5-hydroxytryptamine (serotonin) receptor 6, G protein-coupled [Source:HGNC Symbol;Acc:5301]
ENSG00000158764	142683	ITLN2	1	160914815	160924589	-1	protein_coding	intelectin 2 [Source:HGNC Symbol;Acc:20599]
ENSG00000158769	50848	F11R	1	160965001	160991138	-1	protein_coding	F11 receptor [Source:HGNC Symbol;Acc:14685]
ENSG00000158773	7391	USF1	1	161009041	161015767	-1	protein_coding	upstream transcription factor 1 [Source:HGNC Symbol;Acc:12593]
